Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-035508,2020-08,08/07/2020 12:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3216,NEBRASKA AVE,30, , ,3216,NEBRASKA,896993.7,1006386
20-035213,2020-08,08/07/2020 12:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3927,CHILDRESS AVE,9, , ,3927,CHILDRESS,877173.8,1005192
20-035013,2020-08,08/07/2020 12:15,Y, , ,1, ,250000,1,LOITERING-BEGGING,4500,S BROADWAY,17,MOUNT PLEASANT NEIGHBORHOOD,HIGHWAY 55 SB EXIT,4500,BROADWAY,896260.8,997735.4
20-035020,2020-08,08/07/2020 12:29,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
20-035016,2020-08,08/07/2020 12:29,Y, , ,1, ,250000,1,LOITERING-BEGGING,900,LOUGHBOROUGH AVE,1,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 NORTHBOUND EXIT RAMP,900,LOUGHBOROUGH,888861.4,991772.8
20-035017,2020-08,08/07/2020 12:30,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,ARSENAL ST / S KINGSHIGHWAY BL,15, , , , ,886177,1009211
20-035017,2020-08,08/07/2020 12:30,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,ARSENAL ST / S KINGSHIGHWAY BL,15, , , , ,886177,1009211
20-035024,2020-08,08/07/2020 12:50,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,S BROADWAY / MERAMEC AVE,17, , , , ,0,0
20-035034,2020-08,08/07/2020 13:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 16TH ST / WASHINGTON AVE,36, , , , ,905411.4,1019445
20-035025,2020-08,08/07/2020 13:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,CASS AVE / N GRAND BLVD,59, , , , ,898452.1,1024968
20-035022,2020-08,08/07/2020 13:05,Y, , ,1, ,250000,1,LOITERING-BEGGING,4500,S BROADWAY,17,MOUNT PLEASANT NEIGHBORHOOD,HIGHWAY 55 NORTHBOUND EXIT RAMP,4500,BROADWAY,896260.8,997735.4
20-035032,2020-08,08/07/2020 13:29,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,715,N 21ST ST,36, ,ADLER ANNEX APARTMENTS,715,21ST,903383,1020259
20-035030,2020-08,08/07/2020 13:31,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,S COMPTON AVE / MERAMEC ST,17, , , , ,894650.8,1000347
20-035038,2020-08,08/07/2020 13:39,Y, , ,1, , 41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,767,WALTON AVE,53, , ,767,WALTON,889411.3,1026708
20-035038,2020-08,08/07/2020 13:39,Y, , ,1, , 41016,5,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,767,WALTON AVE,53, , ,767,WALTON,889411.3,1026708
20-035045,2020-08,08/07/2020 13:40,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5590,W FLORISSANT AVE,72, , , , ,893144.3,1044000
20-035730,2020-08,08/07/2020 14:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4465,DELOR ST,5, , ,4465,DELOR,885368.7,1001191
20-035037,2020-08,08/07/2020 14:12,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",104,COURTOIS ST,2, , , , ,888998.6,987731.4
20-035445,2020-08,08/07/2020 14:30,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",0,FOREST PARK AVE / S NEWSTEAD A,38, , ,222,NEWSTEAD,890020.1,1021176
20-035044,2020-08,08/07/2020 14:49,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / N KINGSHIGHWAY B,38, , , , ,887772.9,1026200
20-035081,2020-08,08/07/2020 15:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GRAND DR / HOLLY HILLS BLVD,80,CARONDELET,@CARONDELET PARK, , ,0,0
20-035133,2020-08,08/07/2020 15:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3915,FLORA PL,27, , ,3916,FLORA,892717,1012268
20-035857,2020-08,08/07/2020 15:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4068,OLIVE ST,38, , ,4068,OLIVE,893502.2,1022984
20-035101,2020-08,08/07/2020 15:00,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",0,N 11TH ST / LUCAS AVE,35, , ,1013,WASHINGTON,907416.8,1019101
20-035096,2020-08,08/07/2020 15:30,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1437,PARK AVE,33, , ,1437,PARK,904096.4,1013181
20-035750,2020-08,08/07/2020 15:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2425,MENARD ST,21, , ,2425,MENARD,903140.8,1008440
20-035049,2020-08,08/07/2020 15:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 44 EASTBOUND / I 55 NORTHBOU,34, , , , ,904663.2,1011499
20-035047,2020-08,08/07/2020 15:53,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5720,NATURAL BRIDGE AVE,50, , , , ,885698.6,1038408
20-035102,2020-08,08/07/2020 16:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8719,PARTRIDGE AVE,74, , ,8719,PARTRIDGE,894290.6,1049880
20-035174,2020-08,08/07/2020 16:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,1947,ARSENAL ST,22, , ,1947,ARSENAL,900377.1,1006658
20-035470,2020-08,08/07/2020 16:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",4396,MARYLAND AVE,38, , ,4396,MARYLAND,890595.2,1022999
20-035073,2020-08,08/07/2020 16:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,500,N 14TH ST,36, , , , ,905973.4,1019083
20-035159,2020-08,08/07/2020 16:18,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6302,FYLER AVE,9, , ,6302,FYLER,878581.1,1008140
20-035070,2020-08,08/07/2020 16:28,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,BATES ST / MORGANFORD RD,5, , , , ,886280.8,998757.1
20-035071,2020-08,08/07/2020 16:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1605,LUCAS AVE,36, , ,1605,LUCAS,905392.5,1019609
20-035104,2020-08,08/07/2020 16:30,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4272,MORGANFORD RD,5, , ,4101,GRAVOIS,887597.3,1003601
20-035060,2020-08,08/07/2020 16:34,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3870,S GRAND BLVD,16,FAMILY DOLLAR, ,3870,GRAND,893235.1,1002790
20-035076,2020-08,08/07/2020 16:38,Y, , ,1, , 36421,6,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,8971,HALLS FERRY RD,74,KINGS BEAUTY SUPPLY, ,8971,HALLS FERRY,894664.5,1051378
20-035061,2020-08,08/07/2020 16:40,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,6241,DELMAR BLVD,48, ,@GLOBAL FOODS MARKET,6241,DELMAR,876835,1027660
20-035057,2020-08,08/07/2020 16:45,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2310,MCCAUSLAND AVE,10,WALGREENS, ,2310,MCCAUSLAND,874938.3,1013267
20-035068,2020-08,08/07/2020 16:47,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3919,LABADIE AVE,56, , ,3868,DR MARTIN LUTHER KING,898297.5,1029149
20-035444,2020-08,08/07/2020 17:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5225,SOUTHWEST AVE,12, , ,5225,SOUTHWEST,884620.4,1011565
20-035067,2020-08,08/07/2020 17:15,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2500,S JEFFERSON AVE,23,DOLLAR GENERAL, ,2500,JEFFERSON,899523.6,1009803
20-035276,2020-08,08/07/2020 17:20,Y, , ,1, , 51311,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/OCCUPIED,3224,PENNSYLVANIA AVE,30, ,APT A1,3224,PENNSYLVANIA,896655.6,1006363
20-035075,2020-08,08/07/2020 17:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CHOUTEAU AVE / S VANDEVENTER A,28, , , , ,892331.3,1017682
20-035072,2020-08,08/07/2020 17:48,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,127,KOELN AVE,2, , , , ,889483.5,988786.3
20-035514,2020-08,08/07/2020 18:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4453,PERSHING AVE,38, , ,4453,PERSHING,890129,1023826
20-035117,2020-08,08/07/2020 18:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",35,FINE ARTS DR,82, , , , ,878437.7,1022690
20-035308,2020-08,08/07/2020 18:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3223,MINNESOTA AVE,30, , ,3223,MINNESOTA,896134.8,1006448
20-035082,2020-08,08/07/2020 18:00,Y, , ,1, , 41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,6100,GARESCHE AVE,76, , ,3660,DELOR,889168.3,1045190
20-035086,2020-08,08/07/2020 18:40,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3752,GILES AVE,15, , , , ,892668.2,1003362
20-035094,2020-08,08/07/2020 18:52,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1330,DOLMAN ST,33,THE BOURDEAUX,APT 303,1330,DOLMAN,903173.4,1013580
20-035080,2020-08,08/07/2020 18:55,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1110,SALISBURY ST,65,GAS MART, ,1110,SALISBURY,906432.9,1029817
20-035172,2020-08,08/07/2020 19:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,5200,ALASKA AVE,1, , , , ,892122.6,996354.8
20-035542,2020-08,08/07/2020 19:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,227,SCHIRMER ST,2, , ,227,SCHIRMER,888881.2,988251.4
20-035427,2020-08,08/07/2020 19:00,Y, , ,1, ,176100,1,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12,3700,ALBERTA ST,16, ,FATHERS ADDRESS,3700,ALBERTA,0,0
20-035090,2020-08,08/07/2020 19:05,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 64 EASTBOUND / S SKINKER BLV,44, , , , ,876090.8,1019499
20-035085,2020-08,08/07/2020 19:08,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,HARNEY AVE / THRUSH AVE,72, , , , ,892661.1,1043759
20-035098,2020-08,08/07/2020 19:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,FAIR AVE / W NATURAL BRIDGE AV,56, , , , ,897613.6,1031635
20-035092,2020-08,08/07/2020 19:20,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2700,S GRAND BLVD,25, , ,2700,GRAND,894294.3,1010118
20-035904,2020-08,08/07/2020 19:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1611,N 18TH ST,60, , ,1611,18TH,905821.6,1023633
20-035097,2020-08,08/07/2020 19:35,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4497,PERSHING AVE,38, , ,4497,PERSHING,889826.8,1023940
20-035093,2020-08,08/07/2020 19:36,Y, , ,1, ,178200,5,SEX OFFNS-EXPOSURE/EXPOSING PERSON,4700,PERSHING PL,38, , ,4800,LENOX,0,0
20-035095,2020-08,08/07/2020 19:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,CONVENTION PZ / N TUCKER BLVD,35, , , , ,906992.1,1019584
20-035147,2020-08,08/07/2020 20:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4649,MAGNOLIA AVE,13, , ,4649,MAGNOLIA,886673.3,1011016
20-035103,2020-08,08/07/2020 20:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,902,S BROADWAY,35,BP GAS STATION, , , ,907974,1013926
20-035116,2020-08,08/07/2020 21:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,S 9TH ST / SPRUCE ST,35, , , , ,907196.8,1016015
20-035164,2020-08,08/07/2020 21:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,904,S VANDEVENTER AVE,37,QUIKTRIP,@QT - VANDEVENTER / CHOUTEAU,3830,PARK,892624.1,1017847
20-035157,2020-08,08/07/2020 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4631,PENNSYLVANIA AVE,17, , ,4631,PENNSYLVANIA,894992.7,997181.5
20-035109,2020-08,08/07/2020 21:04,Y, , ,1, , 10000,5,HOMICIDE,3347,BELT AVE,50, , ,3347,BELT,887174.5,1036507
20-035107,2020-08,08/07/2020 21:15,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,0,S BROADWAY / SCHIRMER ST,2, , , , ,889224.4,987983.6
20-035106,2020-08,08/07/2020 21:17,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5008,S GRAND BLVD,16,KAISER MART,GAS STATION PARKING LOT, , ,891517.6,997405.6
20-035111,2020-08,08/07/2020 21:20,Y, , ,1, , 31422,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,5900,DELMAR BLVD,46, , , , ,879907,1027161
20-035108,2020-08,08/07/2020 21:54,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3915,OREGON AVE,16, , ,3915,OREGON,896408.4,1001810
20-035120,2020-08,08/07/2020 21:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CALVARY AVE / W FLORISSANT AVE,71, , , , ,894815,1041723
20-035205,2020-08,08/07/2020 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 14TH ST / DELMAR BLVD,36, , , , ,906380.6,1019734
20-035148,2020-08,08/07/2020 22:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4706,BESSIE CT,69, , ,4706,BESSIE,894520.4,1036154
20-035166,2020-08,08/07/2020 22:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4230,MARYLAND AVE,38, , ,4230,MARYLAND,892218.8,1022553
20-035249,2020-08,08/07/2020 22:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3442,POTOMAC ST,19, , ,3442,POTOMAC,894158.3,1004922
20-035193,2020-08,08/07/2020 22:00,Y, , ,1, , 69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500,2854,LEMP AVE,22, , ,2854,LEMP,901138.4,1007289
20-035122,2020-08,08/07/2020 22:20,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,672,S BROADWAY,35,TUMS PARKNG LOT,TUMS PARKING LOT,319,4TH,908286.6,1015018
20-035207,2020-08,08/07/2020 22:30,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",6962,HANCOCK AVE,9, , ,6962,HANCOCK,874441.9,1007878
20-035112,2020-08,08/07/2020 22:32,Y, , ,1, ,178100,5,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,300,N EUCLID AVE,38, ,EL BURRO LOCO (SIDEWALK),300,EUCLID,0,0
20-035119,2020-08,08/07/2020 23:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5081,PAGE BLVD,51, , ,5081,PAGE,887290.8,1029442
20-035113,2020-08,08/07/2020 23:21,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / PEN,58, , , , ,893765.3,1027583
20-035118,2020-08,08/07/2020 23:29,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1326,WASHINGTON AVE,36,NARA CAFE & HOOKAH LOUNGE, , , ,906055.1,1019109
20-035118,2020-08,08/07/2020 23:29,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1326,WASHINGTON AVE,36,NARA CAFE & HOOKAH LOUNGE, , , ,906055.1,1019109
20-035151,2020-08,08/07/2020 23:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4102,OREGON AVE,16, , ,4102,OREGON,896400.3,1000584
20-037377,2020-08,08/07/2020 23:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4737,MCMILLAN AVE,54, , ,7410,HALL,889769.3,1027155
20-035202,2020-08,08/08/2020 00:01,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 14TH ST / LOCUST ST,36, , , , ,905912.1,1018863
20-035238,2020-08,08/08/2020 01:00,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3483,MORGANFORD RD,15, , ,3483,MORGANFORD,887970.7,1005584
20-035125,2020-08,08/08/2020 01:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / CASS AVE,64, , , , ,909943.2,1021837
20-035124,2020-08,08/08/2020 01:24,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,S 14TH ST / CLARK AVE,36, , , , ,905366,1016898
20-035216,2020-08,08/08/2020 01:30,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,1000,LAMI ST,21, , ,1000,LAMI,903808.6,1008985
20-035127,2020-08,08/08/2020 01:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5560,DR MARTIN LUTHER KING DR,78, , , , ,884547.8,1032529
20-035129,2020-08,08/08/2020 01:45,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5801,DEVONSHIRE AVE,7, , , , ,879580.8,1003350
20-035134,2020-08,08/08/2020 02:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1822,S BROADWAY,20, , ,1822,BROADWAY,905846.1,1010078
20-035220,2020-08,08/08/2020 02:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5729,MARDEL AVE,14, , ,5729,MARDEL,880169.1,1005553
20-035149,2020-08,08/08/2020 02:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,GRAND DR / LOUGHBOROUGH AVE,4, , , , ,887716.7,992522
20-035132,2020-08,08/08/2020 02:35,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,700,N 13TH ST,36, , , , ,0,0
20-035137,2020-08,08/08/2020 02:50,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,8100,S BROADWAY,2, , ,8100,BROADWAY,888330,986841.9
20-035191,2020-08,08/08/2020 03:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,710,N 15TH ST,36, , ,710,15TH,905945.6,1019607
20-035136,2020-08,08/08/2020 03:19,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1655,S JEFFERSON AVE,31,PHILLIPS 66, ,1655,JEFFERSON,899820.8,1012917
20-035135,2020-08,08/08/2020 03:30,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N NEWSTEAD AVE / SAINT LOUIS A,57, , , , ,894325.9,1030797
20-035152,2020-08,08/08/2020 04:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3251,DELOR ST,16, , ,3251,DELOR,893413,996521.8
20-035138,2020-08,08/08/2020 04:03,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,7000,MANCHESTER AVE,10,PHILLIPS 66,#1115489,7000,MANCHESTER,874686.6,1013295
20-035143,2020-08,08/08/2020 05:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1174,RIVERVIEW BLVD,74, , ,1174,RIVERVIEW,894759.7,1051943
20-035144,2020-08,08/08/2020 05:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4626,ST LOUIS AVE,56, , ,4626,ST LOUIS,892607.7,1031614
20-035141,2020-08,08/08/2020 05:25,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",1728,CARROLL ST,32, , ,1728,CARROLL,902936.5,1013000
20-035145,2020-08,08/08/2020 05:40,Y, , ,1, , 32111,4,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,414,N 23RD ST,36, , ,414,23RD,902457.6,1019827
20-035146,2020-08,08/08/2020 05:45,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,7338,VERMONT AVE,2, , ,7338,VERMONT,888653.8,989916.6
20-035156,2020-08,08/08/2020 05:57,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,6257,GRAVOIS AVE,6, , ,6257,GRAVOIS,883086.4,998083.6
20-035206,2020-08,08/08/2020 06:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",315,CHESTNUT ST,35,HYATT REGENCY,@HOTEL- HYATT REGENCY, , ,909422.4,1016993
20-035182,2020-08,08/08/2020 06:30,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,2739,RUSSELL BLVD,24, , ,2739,RUSSELL,899135.3,1011665
20-035343,2020-08,08/08/2020 07:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2915,OSAGE ST,16, ,GARAGE,2915,OSAGE,895942.1,1001493
20-035549,2020-08,08/08/2020 07:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2649,IOWA AVE,24, , ,2649,IOWA,898244.6,1009147
20-035153,2020-08,08/08/2020 07:30,Y, , ,1, , 43012,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4600,TENNESSEE AVE,16, ,RESIDENCE,4600,TENNESSEE,892772.9,998659.8
20-036254,2020-08,08/08/2020 07:56,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,6112,W FLORISSANT AVE,76, , ,6112,FLORISSANT,890513.4,1047822
20-035167,2020-08,08/08/2020 08:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,EVANS AVE / PRAIRIE AVE,77, , , , ,897132.5,1025034
20-035161,2020-08,08/08/2020 08:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3025,MINNESOTA AVE,25, , ,3000,SIDNEY,896407.4,1008091
20-035155,2020-08,08/08/2020 08:31,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,0,PAGE BLVD / UNION BLVD,51, ,@PARK- MARIE W FOWLER, , ,885352.5,1029591
20-035313,2020-08,08/08/2020 09:00,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,517,N TAYLOR AVE,38, , ,517,TAYLOR,890247.8,1025056
20-035351,2020-08,08/08/2020 09:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5518,ETZEL AVE,48, , ,5518,ETZEL,883877.9,1030284
20-035158,2020-08,08/08/2020 09:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3944,OLIVE ST,38, ,APT E,3944,OLIVE,894219.3,1022588
20-035160,2020-08,08/08/2020 09:00,Y, , ,1, ,229999,1,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,0,IDAHO AVE / LOUGHBOROUGH AVE,1, , , , ,889259.4,991516.9
20-036004,2020-08,08/08/2020 09:01,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,5700,ROSA AVE,6, , ,5700,ROSA,879869.4,1000516
20-035154,2020-08,08/08/2020 09:02,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,900,ANN AVE,21,PONITAC PARK, , , ,904370.7,1009560
20-035169,2020-08,08/08/2020 09:30,Y, , ,1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3405,LEOLA AVE,9, , ,3405,LEOLA,876704.7,1007897
20-035208,2020-08,08/08/2020 09:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4463,PERSHING AVE,38, , ,4463,PERSHING,890073.3,1023850
20-038361,2020-08,08/08/2020 10:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5807,AMELIA AVE,72, , ,5807,AMELIA,888795.9,1042738
20-039284,2020-08,08/08/2020 10:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12,U-HAUL, ,1641,KINGSHIGHWAY,886712.8,1014540
20-035170,2020-08,08/08/2020 10:05,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,1917,PARK AVE,32, , ,1917,PARK,902268.1,1013839
20-035322,2020-08,08/08/2020 10:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3640,SHAW AVE,27, , ,3640,SHAW,894126.9,1012869
20-035175,2020-08,08/08/2020 10:35,Y, , ,1, , 31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1151,N KINGSHIGHWAY BLVD,51,GIFT & DECORATIONS, ,1151,KINGSHIGHWAY,887959.5,1028413
20-035176,2020-08,08/08/2020 10:40,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8581,TARA LN,73, , ,8581,TARA,893100.3,1049215
